data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"Tính năng nổi bật: Loa to,chữ to rõ chữ 
Chất lượng sản phẩm: Bình thường 
Đúng với mô tả: Đúng ngoại quan thì tốt,loa to,bàn phím to,nhưng pin rất kém,1 ngày lâu nghe điện thoại được 1 hoặc 2 lần,có khi để không cả ngày nhưng vẫn hết sạch pin,mua cho mẹ sử dụng nhưng nó cứ hết pin bất chợt,lúc cần gọi mẹ không được,bất tiện quá,ai đang có ý định mua điện thoại này thì nên cân nhắc ạ mình đánh giá 2 sao cho ngoại quan và loa,bàn phím",Negative,,,,,,,,,,
Color: Đen-xl nhận xét mang tính chất nhận xu thôi. Xác định trước khi mua tiền nào của đó nhé,,,,,,,,,,,Neutral
Quay phim chụp hình bao nét loa nghe to không 1 vết xướt i nhu mới. Giá lại rẻ1,,Positive,,,,,Positive,,,,
"Đã sử dụng được 8 ngày rồi, sau khi check các kiểu thì thấy máy đúng với mô tả, máy còn rất mới mọi thứ đều tốt, quay video máy thu âm rất rõ nét, hơn 6tr chả chê vào đâu được... Mua về làm quay vlog sau này có tiền sẽ quay lại cửa hàng nâng cấp ẻm khác.. Thankiu cửa hàng !!!!",,Positive,,,Positive,,,,,Positive,
Nói chung thì tiền nào của đó.. Mình nhận máy đúng cái bị 1 lúc mấy lỗi.. Nút chức năng liệt hết.. Màn hình bên dưới ố vàng. Nói chung đúng cái hỏng nhiều.. Phải sửa thêm 100k.. Nên cho 1 sao..,,,,Negative,,,,,,,
"Tính năng nổi bật: Không có 
Chất lượng sản phẩm: Tệ 
Đúng với mô tả: Không sản phẩm: Sản phẩm chất lượng kém máy bị giả cấu hình pin 3000 mà nó nói 40000 chip cũng không mạnh máy nhanh nóng đây là máy dựng nóng quá nó sập nguồn với nó cái app ẩn hay sao mà để không dự liệu cũng chạy rất nhiều. Loa tgi tốt màn tốt bộ nhớ pin cung không phai là lipo.",Negative,,Negative,,,,,,,,
"Màu sắc: Xanh biển tuy giao lộn nhưng nhìn tổng quan hàng vẫn tốt,đẹp,giá cũng hợp lý, chất lượng phải thời gian mới biết,cửa hàng nhiệt tình, tốt",,,,,Positive,,Positive,Positive,,,
"Tính năng nổi bật: Có 
Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Nhìn nhỏ hơn và không được như mô tả máy gram nhỏ và thỉnh thoảng bị lag, rất nhanh nóng máy và hết pin. Sử dụng nghe gọi đi xa cầm cho tiện thì tốt",Negative,,Negative,,,,,,,,
"Chất lượng sản phẩm: Pin hao quá nhanh. 
Đúng với mô tả: Dung lượng pin thấp. 
Tính năng nổi bật: Pin yếu. Pin tụt nhanh khi mở wifi. Máy hay bị treo logo. Chăm sóc khách hàng không có số điện thoại hỗ trợ",Negative,,Negative,,,,,Negative,,,
"Màu sắc: Bạc 
Phân loại: Nguyên seal cửa hàng phản hồi chán quá. Không trả lời khách hàng",,,,,,,,Negative,,,
"Điện thoại giá cả khá tốt,có đầy đủ ốp,dán màn hình,cáp sạc...",,,,,,,Positive,,,,
Còn mới nguyên chưa bóc hộp.,,,,,,,,,,Neutral,
"Tính năng nổi bật: Tệ 
Đúng với mô tả: Sai sản phẩm 
Chất lượng sản phẩm: Dỡ tệ sản phẩm: Sản phẩm không như mô tả, hàng lỗi hoặc bị hư hỏng, sản phẩm chất lượng kém, sản phẩm giả mạo bán hàng dỏm kém chất lượng. Mua về không sử dụng được gì luôn. Mẹ mày bán có tâm dj. Giao đồ cho người ta mà đồ đểu. Không bảo giờ mua nữa. Mọi người né nó ra. Đừq mua hàng của nó",,,,,,,,,,Negative,
"Chất lượng sản phẩm: Pin ở mức trung bình, sử dụng trong ngày với cường độ nhẹ.",Neutral,,,,,,,,,,
Âm thanh loa bị méo tiếng khi mở lớn. Loa bị rách. Camera tele không chụp được. Pin hao nhanh khi sử dụng gps. Chăm sóc khách hàng không đưa ra giải pháp cụ thể. Đơn hàng bị giao sai mẫu,Negative,Negative,,,,,,Negative,Negative,Negative,
"Nhóm màu: Xanh dương 
Dung lượng lưu trữ: 128gb màu sắc tuyệt đẹp, khó lựa chọn!, giao hàng nhanh chóng và an toàn., sử dụng vật liệu chất lượng cao., thiết kế mượt mà, rất ưng!,",,,,,Positive,,,,Positive,,
Đúng theo công bố về phiên bản phần mềm; quy trình bảo hành cần kiểm tra sau.,,,,,,,,Neutral,,Neutral,
"Tính năng nổi bật: Nghe gọi 
Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Tốt
Giao hàng nhanh, giá rẻ nữa, so vz mua ở ngoài cửa hàng thì giá cao hơn nhiều, nói chung tốt nên mua ạ",,,,,,,Positive,,Positive,,
"Giao hàng nhanh chóng, đóng gói cẩn thận, điện thoại đẹp và sử dụng rất mượt mà.",,,,,Positive,Positive,,,Positive,,
Hộp bị rách đóng gói không cẩn thận.,,,,,,Negative,,,,,
Sản phẩm nguyên seal giá hợp lý chất lượng giao hàng nhanh nên mua,,,,,,Positive,Positive,,Positive,,
Chất lượng sản phẩm: Bị lỗi pin hỏng,Negative,,,,,,,,,,
"Điện thoại hỏng, không bật được nguồn lên. Buồn cửa hàng lừa đảo vãi",,,,,,,,,,Negative,
"Máy ngon bổ rẻ, chụp hình ảo tung chảo 😁😁😁 thiết kế đẹp, gọn tinh tế, màu sắc sang trọng. Pin ổn, game tốt cấu hình máy khá mạnh, màn hình đẹp, sáng... Quá ổn so với giá",Positive,Positive,Positive,,Positive,,,,,,
"Kém sai mô tả lag máy đơ liên tục, camera vỡ, shipper giao hàng trễ 5 ngày,",,Negative,,,,,,,Negative,,
"Máy sử dụng con chip đúng như thông tin trên trang sản phẩm, về hiệu năng xử lý thì mình chưa thử.",,,Neutral,,,,,,,,
"Màu sắc: Sky blue 
Dung lượng lưu trữ: 256gb đã nhận được hàng mua giá trị cao nên cũng hồi hộp. Hàng chính hãng giá rẻ hơn các cửa hàng khác nhân viên giao hàng thân thiện. Hàng giao nhanh",,,,,,,Positive,,Positive,,
Tốt nên mua,,,,,,,,,,Positive,
"Đã nhận được hàng, xiami poco x7 pro tốt, mình rất ưng, cảm ơn cửa hàng",,,,,,,,,,Positive,
"Sản phẩm như mô tả máy mới, 99% phần trăm như mới, máy đẹp pin trâu,địa chỉ tin cậy và sản phẩm rất đáng mua cho những ai tham khảo chiếc máy google pixel 7 pro.",Positive,,,,,,,,,,
"Thiết lập ban đầu lỗi, mất nhiều thời gian. Khác với mô tả plug&play. Tính năng nhận diện khuôn mặt thất thường. Hiệu năng lag, ship lâu, chăm sóc khách hàng phản hồi robot",,,Negative,,,,,Negative,Negative,,
"Tính năng nổi bật: Điện thoại gaming 
Chất lượng sản phẩm: Hàng mới zin máy chơi game mượt. Cửa hàng hỗ trợ nhiệt tình",,,Positive,,,,,Positive,,,
Màu máy: Màu đen sản phẩm: Samsung a50s 4/64gb mình đã mua của cửa hàng lần thứ hai rồi giá cả hợp lý vừa túi tiền bỏ ra máy sử dụng rất là tốt chuẩn đúng chính hãng luôn nha cửa hàng tặng sạc cáp ốp lưng về mình chỉ lắp sim vào là sử dụng thôi với giá tiền thế này mà có được chiếc điện thoại gì được nữa,,,,,,,Positive,,,,
"Đúng với mô tả: Đúng 
Tính năng nổi bật: Điện thoại 
Chất lượng sản phẩm: Tốt
Không chụp được hình nên để hình minh hoạ nhận xu thôi ạ. Máy đẹp, săn deal giá tốt giao hàng nhanh, cám ơn cửa hàng.",,,,,Positive,,Positive,,Positive,,
Cửa hàng giao hàng nhanh tại mua điện thoại gửi về quê nên không biết chất lượng sau nên cho cửa hàng 4s vì giao hàng nhanh,,,,,,,,,Positive,,
"Camera tệ khác xa mô tả chụp ảnh out nét. Quảng cáo camera chụp siêu nét mà thực tế mờ, vỡ hạt, khác gì lừa đảo đâu.",,Negative,,,,,,,,,
"Mình không biết do hệ thống shopee hay do cửa hàng nhưng khi nhận hàng mình lỗi không sử dụng được nên đã thực hiện hoàn trả ngay sau đó, đơn hàng hoàn trả trên hệ thống cập nhật thành công nhưng phía shopee yêu cầu thêm bằng chứng vì hộp vị bẩn, và camera bị xước, mình đảm bảo 100% khi gửi cho đơn vị vận chuyển không xảy ra tình huống này nhưng khi shopee check lại báo và yêu cầu mình tự thoả thuận với cửa hàng trong 24h nhưng phía cửa hàng trả lời làm đúng theo y/c của shopee, và không có tl phía shopee có liên hệ với cửa hàng nữa hay không, đơn hàng trả của mình bị huỷ, lần đầu trải nghiệm ở cửa hàng quá thất vọng. Mình không đổ lỗi bởi do mình quá chủ quan không quay lại vd gói trả hàng. Trải nghiệm thực tệ, bye",,,,,,,,Negative,,,
 màn hình lưu ảnh nhẹ. Máy cũ nhưng chạy được và cửa hàng có bảo hành nên yên tâm sử dụng,,,,Negative,,,,Positive,,,
"Giá ở mức tương đối tốt, đã trải nghiệm 1 tháng và không có vấn đề gì, máy đẹp bóc seal bảo hành đầy đủ",,,,,Positive,,Positive,Positive,,,
Điện thoại mới. Đúng như mô tả. Mua lần hai rồi. Đáng để trải nghiệm.,,,,,Positive,,,,,,
"Điện thoại siêu đẹp! Nhất là màn hình, tầm giá 5 triệu màn hình này là vô đối rồi, cửa hàng giao hàng nhanh, có ưu đãi trả 3 tháng không lãi, tuyệt vời! Còn được tặng thêm bàn chải điện nữa nha",,,,Positive,Positive,,Positive,,Positive,,
Kh đúng hàng nha mnk chọn màu xanh mà nó về màu xám còn nóng nhanh nữa mới chơi 5p mà nóng như gì ý nhưng là bác mnk sử dụng để gọi điện ít khi chơi nên vẫn chấp nhận được,,,Negative,,,,,,Negative,,
"Giao nhanh, điện thoại sạc lâu cực kì, lướt đôi khi chậm.",Negative,,,,,,,,Positive,,
"Về dịch vụ cửa hàng, mình chưa có dịp trải nghiệm nên chưa rõ.",,,,,,,,Neutral,,,
Hàng chính hãng thì quá ok rồi. Cảm ơn cửa hàng,,,,,,,,,,Positive,
"Sản phẩm đúng như mô tả, đẹp",,,,,Positive,,,,,Positive,
"Tính năng nổi bật: Tốt 
Đúng với mô tả: Tốt 
Chất lượng sản phẩm: Tốt
Đóng gói chắc chắn không bị móp méo. Nhận xét mang tính chất nhận xu.",,,,,,Positive,,,,,
"Cảm nhận ban đầu rất ưng, hệ điều hành mượt, mong sẽ sử dụng tốt Cảm ơn bạn",,,,,,,,,,Positive,
"Nhóm 
Màu sắc: Màu ngẫu nhiên sản phẩm: Điện thoại đang sử dụng ổn,ngoại hình đẹp keng,giao hàng cũng nhanh. Nói chung là tốt.",,,,,,,,,,,Neutral
Nhóm màu: Xanh đẹp nha mấy boà đang để mua đó hehehe gợi ý cho,,,,,Positive,,,,,,
"Cửa hàng giao hàng khá nhanh, hàng nguyên seal chưa bóc tem, chuẩn chính hãng, rất ưng ý và hài lòng, canh sale mua thêm ủng hộ cửa hàng ở những lần sau, tốtd",,,,,,,,,Positive,,
Ok. Mọi người nên dùng5 sao,,,,,,,,,,Positive,
"Nhựa rẻ tiền khác xa quảng cáo loa rè,",,,,,Negative,,,,,Negative,
"Dung lượng lưu trữ: Samsung galaxy m21 
Nhóm màu: Đen sẽ m21 khủng pin 👍",Positive,,,,,,,,,,
Máy ngon nha mọi người đáng tiền lắm,,,,,,,Positive,,,Positive,
"Giao hàng chậm trễ, thái độ lòng vòng",,,,,,,,Negative,Negative,,
"Tính năng nổi bật: Đúng mô tả 
Chất lượng sản phẩm: Ổn máy đúng mô tả, cửa hàng đóng gói cẩn thận",,,,,,Positive,,,,,
Điện thoại mới đẹp. Đúng mẫu y hình giá phải chăng tốt cửa hàng,,,,,Positive,,,,,,
Loa rè. Wifi yếu. Mọi nguoi cẫn xem kỹ lại trước khi mua,,,,,,,,,,Negative,
Phiên bản: Hàn 1 sim 256gb mua 256 g mà gửi 128g sài tạm thời tốt không tỳ vết,,,,,,,,,,Positive,
"Mình vừa nhận hàng sáng nay, nói chung mình rất hài lòng về cửa hàng từ chất lượng sản phẩm, giá cả, dịch vụ chăm sóc khách hàng và giao hàng nhanh chóng, cảm ơn cửa hàng nhiều nhất định mình sẽ quay lại ủng hộ",,,,,,,Positive,Positive,Positive,,
"Màu sắc: Đen 8g/128g giao sản phẩm đúng như mô tả, có kèm ốp lưng sạc với dán kính cường lực sẵn cho điện thoại luôn",,,,,,,,,,Positive,
"Máy hay bị treo, phải khởi động lại. Hiệu năng không ổn định khi chạy ngầm. Pin hao hụt nhanh. Mở vài app là đơ. Pin hết nhanh. Giao hàng không liên hệ",Negative,,Negative,,,,,,Negative,,
"Tính năng nổi bật: Không có gì để chê 
Đúng với mô tả: Săn sale đươc giá 4 triệu khá ngon 
Chất lượng sản phẩm: Tốt
Mới nguyên seal",,,,,,,Positive,,,,
"Máy thì sưa chữa rồi. Đơ đơ. Mua màu xanh thì gửi màu đen. Nhắn tin đi thì được,tin đến thì không nhận được. Pin thì xuống ầm ầm. Hỏi thì không trả lời. Trên shope có được kiểm mà giao vnport thì không cho kiểm. Nói chung các bạn nên né. Cũng chẳng ngon lành gì đâu.",Negative,,,,,,,Negative,,,
"Chất lượng sản phẩm: Kém 
Tính năng nổi bật: Không có 
Đúng với mô tả: Không đúng điện thoại láp ráp ẩu. Camera sau bị lệch nhẹ. Camera trước bị bụi. Cổng sạc bị móp méo sửa chữa kiểu tay nghề yếu kém. Chơi game lag, pin hơi hau không giống cái điện thoại có pin 5000 ở nhà, chỉ giống cái điện thoại có pin 3000. Điện thoại để ram 6gb chứ chạy y chang cái ram 3gb. So với giá tiền thì mắc nha mọi người.",Negative,Negative,Negative,,,,,Negative,,,
Cửa hàng uy tín. Máy mới nguyên hộp full phụ kiện. Có cài tỉeeng việt và cửa hàng tư ván nhiệt tình mua cái điện thoiaj 4 triệu là đủ như cầu với mình rồi. Sẽ ủng hộ cửa hàng lần sau,,,,,,,Positive,Positive,,,
Mới sử dụng chưa biết chất lương như nào. Sẽ đáng giá sau 1 thời gian nữa. Giao hàng đúng hẹn,,,,,,,,,Positive,,
Chưa biết mức độ hỗ trợ khi cần bảo hành; cần trải nghiệm thực tế.,,,,,,,,Neutral,,,
Hiệu năng của máy tương đương với các sản phẩm khác trong cùng phân khúc giá.,,,Neutral,,,,Neutral,,,,
Mình chưa có nhu cầu liên hệ với bộ phận chăm sóc khách hàng nên chưa có nhận xét.,,,,,,,,Neutral,,,
"Pin ảo, báo 10% sập nguồn luôn. Pin bị hao hụt quá mức. Hiệu năng giảm khi pin yếu. Pin không sử dụng được. Máy hay tự khởi động. Đóng gói không cẩn thận",Negative,,Negative,,,Negative,,,,,
Máy như mới. Không một vết xước. Màn siêu đẹp. Mọi thứ hoạt động bình thường không một lỗi lầm. Lần đầu tiên mua điện thoại cũ trên shopee mà hoàn toàn vừa ý.,,,,,,,,,,Positive,
Điện thoại không mở nguồn được cửa hàng bán hàng gian dối đẹp tịm mey đi sai lầm khi mua cửa hàng này,,,,,,,,,,Negative,
"Cũng nhanh hết pin sống cực kì yếu. Luôn hiện 1 vạch nhỏ. Khi người gọi đến thì toàn thuê bảo. Máy đã qua sử dụng màu sắc xinh, máy nhẹ nhỏ gọn",Negative,,,,Positive,,,,,,
Máy dùng rất ok,,,,,,,,,,Positive,
"Hiệu năng bộ nhớ đầy lag, camera macro chụp gần mờ. Giao nhầm hàng, dịch vụ khách hàng yêu cầu gửi hóa đơn cũ.",,Negative,Negative,,,,,Negative,Negative,,
"Giao hàng nhanh, sản phẩm đúng mô tả, đóng gói cẩn thận, sử dụng thử khá tốt, mong sẽ bền",,,,,,Positive,,,Positive,,
"Hiệu năng quá tệ so với giá, máy hay bị treo. Đóng gói cẩu thả, không có chống sốc, may mà sản phẩm không vỡ. Pin chỉ sử dụng được nửa ngày.",Negative,,Negative,,,Negative,Negative,,,,
Giao hàng nhanh chóng,,,,,,,,,Positive,,
"Tính năng nổi bật: Tốt 
Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Tốt
Mình sử dụng trải nghiệm chắc cũng hơn tuần rồi nhỉ. Cảm nhận cá nhân thì máy ổn, với tầm tiền này mình không có kỳ vọng gì hơn. Cửa hàng có tặng kèm ốp trong và miếng dán màn hình. Hàng điện tử nhất là điện thoại ship hơi đau tim nhưng may đến tay tốt. Chỉ là mình là nữ nên có nhắn trước với cửa hàng nhờ ship màu trắng, cửa hàng lại ship màu xanh nên trừ cửa hàng 1 sao",,,,,,,,,,Negative,
Cấu hình thì tốt. Còn pin với màn hình thì tạm,Positive,,,Positive,,,,,,,
"Nhân viên fpt rất chu đáo. Quay hộp nguyên seal kèm imei trước khi giao để đảm bảo giao đúng hàng, không bị đánh tráo trong vận chuyển",,,,,,Positive,,Positive,,,
"Nhận hàng nhanh chóng, sản phẩm giống hình và sử dụng tốt nên mình rất hài lòng 😀 điện thoại sử dụng tốt, ngoại trừ pin chỉ còn mức 75% thôi",Negative,,,,,,,,Positive,,
"Tính năng nổi bật: Bình thường 
Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Đúng xịn giá cả cũng hợp lý mọi người nên thử làm máy phụ",,,,,,,Positive,,,,
"Đã nhận hàng, đóng gói cẩn thận, anh shiper nhiệt tình vui vẻ",,,,,,Positive,,,Positive,,
"Giao hàng nhanh đóng gói cẩn thận, trải nghiệm máy 1 tuần thì máy mượt chỉ game thì tầm giá này nên mua máy",,,Positive,,,Positive,Positive,,Positive,,
Nói chung khá mượt khi chơi game,,,Positive,,,,,,,,
Check ra là helio p35 không phải là snapdragon 460,,,Neutral,,,,,,,,
Thấy máy sử dụng tốt. Nhưng không có cho ốp thậm chí không cho 1 miếng fim dán chống xước màn. Chiếu cố cho 5 sao,,,,,,,,,,Positive,
Không biết có bền hay không. Sốnimei không trùng vỏ hộp,,,,,,,,,,Negative,
"Hàng kém thiếu tính năng giao diện lag,",,,Negative,,,,,,,,
Chất lượng sản phẩm: Màn hình hiển thị sắc nét trong nhà; độ sáng tối đa chưa được kiểm chứng ngoài trời.,,,,Neutral,,,,,,,
Vợ dùng magic 6p nen minh mua x9c là magic 7 lite cho trâu bo`,,,,,,,,,,Positive,
Sao máy em pin ảo quá anh ơi,Negative,,,,,,,,,,
Chất lượng sản phẩm: Màn hình hiển thị màu sắc và tương phản ở mức trung tính trong môi trường trong nhà.,,,,Neutral,,,,,,,
"Chất lượng sản phẩm: Apple iphone 16 pro max chất lượng tuyệt vời 
Tính năng nổi bật: Tính năng nổi bật thì khỏi phải bàn 
Đúng với mô tả: Đúng với mô tả sản phẩm giao đến sản phẩm hộp ngoài bị móp méo không có nguyên vẹn đẹp, và khui mở ra thì bọc kĩ nhưng hộp iphone nó cũng móp méo. Nên cũng sợ khi mở ra điện thoại bị trầy xước cấn móp",,,,,,Positive,,,Negative,,
"Sau khi mua thì tui nhận thấy: Ra cửa hàng mua cho lành. Mua trên này hãy cẩn thận hơn về sản phẩm, mà nó lỗi gì thì khổ.",,,,,,,,,,Negative,
Hài lòng với sản phẩm,,,,,,,,,,Positive,
"Nhóm 
Màu sắc: Màu ngẫu nhiên sản phẩm: Máy không quá mắc tiền nhưng chất lượng nhận được thì qua tuyệt, ngoại hình cũng đẹp, giao hàng lại nhiệt tình nên mình rất hài lòng.",,,,,Positive,,,,Positive,,
"Dung lượng lưu trữ: A12 ram 4gb/128gb 
Nhóm màu: Trắng cửa hàng test điện thoại trước khi giao.",,,,,,,,,,Neutral,
Màn hình lắt quá phải tắc màn hình rồi mở lại mới ổn định chắc đi thay màn hình mới sài được,,,,Negative,,,,,,,
"Tệ, điện thoại bị liệt, nhảy tùm lum,nứt kính màn hình, pin nhanh hết",Negative,,,Negative,,,,,,,
Màu: Đen tinh vân cửa hàng gói hàng không cẩn thận làm móp hết hộp,,,,,,Negative,,,,,
"Đúng với mô tả: Đúng với mô tả 
Chất lượng sản phẩm: Khá tốt 
khi mình nhận máy thì thấy máy còn độ nguyên vẹn là 98%, mặc dù có hơi xước một chút ở cạnh nhưng mà không sao. Sau một khoảng thời gian sử dụng thì mình vẫn thấy rất ổn áp nhaa cửa hàng 10đ :3",,,,,Positive,,,,,,
"Đã nhận được sản phẩm tốt trong tầm giá. Để sử dụng làm máy phụ thì được, mọi thứ đều ổn. Tốt",,,,,,,,,,Positive,
"Màn hình có kích thước phù hợp, hiển thị ở mức chấp nhận được.",,,,Neutral,,,,,,,
"Sản phẩm tốt,rất hợp với giá tiền. Mua cho bố mẹ sử dụng tốt ạ",,,,,,,Positive,,,,
Mic ghi âm kém.,,,,,,,,,,Negative,
Hàng quá tuyệt vời 10 điểm,,,,,,,,,,Positive,
"Màu sắc: Đen 
giao đúng hàng,màu đẹp loa to,còn thời lượng pin như nào phải vài ngày sau mới biết được",Neutral,,,,,Positive,,,,,
Thời gian ship quá chậm. Giao hàng muộn hơn cam kết. Dịch vụ chăm sóc khách hàng kém. Ship rùa bò đợi muốn mọc rêu. Hỏi chăm sóc khách hàng thì trả lời chung chung,,,,,,,,Negative,Negative,,
"Sản phẩm: Sản phẩm không như mô tả, sản phẩm giả mạo không đúng với hàng đặt đặt xanh gửi về vàng",,,,,,,,,Negative,,
